0,0
0.083333,0
0.16667,0
0.25,0
0.33333,0
0.41667,0
0.5,0
0.58333,0
0.66667,0
0.75,0
0.83333,0
0.91667,0
1,0
1.0833,0
1.1667,0
1.25,0
1.3333,0
1.4167,0
1.5,0
1.5833,0
1.6667,0
1.75,0
1.8333,0
1.9167,0
2,0
2.0833,12.308
2.1667,13.575
2.25,6.1929
2.3333,8.6897
2.4167,8.255
2.5,6.9538
2.5833,7.6531
2.6667,8.2741
2.75,10.863
2.8333,10.216
2.9167,6.9201
3,10.428
3.0833,8.5803
3.1667,7.9496
3.25,8.5718
3.3333,7.836
3.4167,7.9007
3.5,9.1918
3.5833,9.1272
3.6667,9.1338
3.75,8.5372
3.8333,7.034
3.9167,8.5738
4,0
4.0833,0
4.1667,0
4.25,0
4.3333,0
4.4167,0
4.5,0
4.5833,0
4.6667,0
4.75,0
4.8333,0
4.9167,0
5,0
5.0833,0
5.1667,0
5.25,0
5.3333,0
5.4167,0
5.5,0
5.5833,0
5.6667,0
5.75,0
5.8333,0
5.9167,0
6,0
6.0833,0
6.1667,0
6.25,0
6.3333,0
6.4167,0
6.5,0
6.5833,0
6.6667,0
6.75,0
6.8333,0
6.9167,0
7,0
7.0833,12.721
7.1667,11.817
7.25,8.8278
7.3333,8.5815
7.4167,7.7572
7.5,8.2351
7.5833,7.3702
7.6667,8.7107
7.75,7.0823
7.8333,7.1449
7.9167,7.3524
8,5.6446
8.0833,9.1507
8.1667,8.2602
8.25,7.3961
8.3333,9.0962
8.4167,6.6308
8.5,7.9182
8.5833,7.8068
8.6667,8.2554
8.75,8.2503
8.8333,7.3081
8.9167,7.976
9,7.8681
9.0833,8.5022
9.1667,8.8746
9.25,8.8874
9.3333,7.3091
9.4167,8.0619
9.5,7.0287
9.5833,7.1092
9.6667,7.9945
9.75,9.2261
9.8333,7.3843
9.9167,8.2971
10,0
10.083,0
10.167,0
10.25,0
10.333,0
10.417,0
10.5,0
10.583,0
10.667,0
10.75,0
10.833,0
10.917,0
11,0
11.083,0
11.167,0
11.25,0
11.333,0
11.417,0
11.5,0
11.583,0
11.667,0
11.75,0
11.833,0
11.917,0
12,0
12.083,0
12.167,0
12.25,0
12.333,0
12.417,0
12.5,0
12.583,0
12.667,0
12.75,0
12.833,0
12.917,0
13,0
13.083,0
13.167,0
13.25,0
13.333,0
13.417,0
13.5,0
13.583,0
13.667,0
13.75,0
13.833,0
13.917,0
14,0
14.083,11.872
14.167,13.255
14.25,7.1287
14.333,8.026
14.417,8.442
14.5,8.8805
14.583,9.2354
14.667,8.0687
14.75,6.8067
14.833,7.4062
14.917,7.1507
15,9.8804
15.083,7.5075
15.167,8.5985
15.25,7.8461
15.333,8.7109
15.417,7.3881
15.5,6.8782
15.583,6.8621
15.667,8.3906
15.75,7.8581
15.833,7.8432
15.917,9.1354
16,8.2333
16.083,8.1582
16.167,9.2702
16.25,7.3564
16.333,8.5573
16.417,8.6681
16.5,0
16.583,0
16.667,0
16.75,0
16.833,0
16.917,0
17,0
17.083,0
17.167,0
17.25,0
17.333,0
17.417,0
17.5,0
17.583,0
17.667,0
17.75,0
17.833,0
17.917,0
18,0
18.083,0
18.167,0
18.25,0
18.333,0
18.417,0
18.5,0
18.583,0
18.667,0
18.75,0
18.833,0
18.917,0
19,0
19.083,0
19.167,0
19.25,0
19.333,0
19.417,0
19.5,0
19.583,0
19.667,0
19.75,0
19.833,0
19.917,0
20,0
20.083,0
20.167,0
20.25,0
20.333,0
20.417,0
20.5,0
20.583,0
20.667,0
20.75,0
20.833,0
20.917,0
21,0
21.083,0
21.167,0
21.25,0
21.333,0
21.417,0
21.5,0
21.583,0
21.667,0
21.75,0
21.833,0
21.917,0
22,0
22.083,0
22.167,0
22.25,0
22.333,0
22.417,0
22.5,0
22.583,0
22.667,0
22.75,0
22.833,0
22.917,0
23,0
23.083,0
23.167,0
23.25,0
23.333,0
23.417,0
23.5,0
23.583,0
23.667,0
23.75,0
23.833,0
23.917,0
24,0
